address,category,city,customer_company,shippers_company,customer,country,order_date,order_id,phone,postal_code,product,state_province,discount,freight,quantity,qunatity_per_unit,unit_cost,unit_price,unit_price_products,units_in_stock,unit_on_order,sales,profit,city_and_country
8 Johnstown Road,Приправы,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2005-02-18,10516,2 967 542,125 80,Зира,,0.1,78.18,80,1,7.28,10.5,9.65,85,0,840.0,257.6,"Корк, Ирландия"
Avda. Azteca 123,Фрукты,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,2005-02-19,10518,(5) 555-2933,5033,Абрикос,,0.0,27.16,5,100,3.9,4.33,4.5,20,0,21.65,2.15,"Мехико, Мексика"
Avda. Azteca 123,Овощи,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,2005-02-19,10518,(5) 555-2933,5033,Баклажан,,0.0,27.16,15,4,62.38,76.69,80.5,17,0,1150.35,214.65,"Мехико, Мексика"
Avda. Azteca 123,Овощи,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,2005-02-19,10518,(5) 555-2933,5033,Батат,,0.0,27.16,9,7,67.17,76.81,75.45,27,0,691.29,86.76,"Мехико, Мексика"
Vinb?ltet 34,Фрукты,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2005-02-19,10393,31 12 34 56,1734,Апельсин,,0.25,70.25,25,10,16.17,19.17,19.0,17,40,479.25,75.0,"Копенгаген, Дания"
Vinb?ltet 34,Фрукты,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2005-02-19,10393,31 12 34 56,1734,Груша,,0.0,70.25,32,20,7.53,8.05,8.5,0,70,257.6,16.64,"Копенгаген, Дания"
Vinb?ltet 34,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2005-02-19,10393,31 12 34 56,1734,Пирожное Медовик,,0.25,70.25,7,1,10.85,14.42,14.0,76,0,100.94,24.99,"Копенгаген, Дания"
Vinb?ltet 34,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2005-02-19,10393,31 12 34 56,1734,Пирожное Восточное,,0.25,70.25,70,1,26.13,31.42,31.23,15,0,2199.4,370.3,"Копенгаген, Дания"
Vinb?ltet 34,Крупы,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2005-02-19,10393,31 12 34 56,1734,Пшенная крупа,,0.25,70.25,42,21,20.36,21.83,23.25,35,0,916.86,61.74,"Копенгаген, Дания"
Obere Str. 57,Фрукты,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2005-03-02,10526,030-0074321,12209,Банан,,0.15,72.33,8,10,15.37,19.53,20.0,39,0,156.24,33.28,"Берлин, Германия"
Obere Str. 57,Мясо/Птица,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2005-03-02,10526,030-0074321,12209,Свинина,,0.15,72.33,30,15,34.17,41.69,38.0,21,10,1250.7,225.6,"Берлин, Германия"
Obere Str. 57,Приправы,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2005-03-02,10526,030-0074321,12209,Корица,,0.0,72.33,10,25,21.11,26.24,25.0,24,0,262.4,51.3,"Берлин, Германия"
?kergatan 24,Овощи,Брёке,Галамарт,ТрансАвтоГруз,Linda Haglund,Швеция,2005-03-09,10533,0695-34 67 21,S-844 67,Огурец,,0.05,39.08,15,15,19.34,20.21,22.0,53,0,303.15,13.05,"Брёке, Швеция"
?kergatan 24,Овощи,Брёке,Галамарт,ТрансАвтоГруз,Linda Haglund,Швеция,2005-03-09,10533,0695-34 67 21,S-844 67,Перец болгарский,,0.0,39.08,24,30,8.96,11.03,11.8,14,0,264.72,49.68,"Брёке, Швеция"
?kergatan 24,Приправы,Брёке,Галамарт,ТрансАвтоГруз,Linda Haglund,Швеция,2005-03-09,10533,0695-34 67 21,S-844 67,Лавровый лист,,0.05,39.08,24,100,0.89,1.02,1.1,101,0,24.48,3.12,"Брёке, Швеция"
Taucherstra?e 10,Кондитерские изделия,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2005-03-13,10539,0372-035188,1307,Пирожное Наполеон,,0.0,54.18,15,1,8.78,10.91,10.0,3,40,163.65,31.95,"Кюневальд, Германия"
Taucherstra?e 10,Кондитерские изделия,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2005-03-13,10539,0372-035188,1307,Десер Фруктовый,,0.0,54.18,15,25,20.2,27.64,25.5,112,0,414.6,111.6,"Кюневальд, Германия"
Taucherstra?e 10,Кондитерские изделия,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2005-03-13,10539,0372-035188,1307,Десерт творожный,,0.0,54.18,6,1,15.43,20.9,20.0,10,60,125.4,32.82,"Кюневальд, Германия"
Taucherstra?e 10,Приправы,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2005-03-13,10539,0372-035188,1307,Корица,,0.0,54.18,8,25,21.11,24.89,25.0,24,0,199.12,30.24,"Кюневальд, Германия"
8 Johnstown Road,Овощи,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2005-03-16,10388,2 967 542,125 80,Патиссон,,0.0,44.7,40,6,52.38,62.79,60.8,0,0,2511.6,416.4,"Корк, Ирландия"
8 Johnstown Road,Мясо/Птица,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2005-03-16,10388,2 967 542,125 80,Говядина,,0.2,44.7,20,14,70.81,82.65,80.0,38,0,1653.0,236.8,"Корк, Ирландия"
8 Johnstown Road,Морепродукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2005-03-16,10388,2 967 542,125 80,Крабовые палочки,,0.2,44.7,15,100,8.44,8.7,9.5,5,70,130.5,3.9,"Корк, Ирландия"
Taucherstra?e 10,Фрукты,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2005-03-17,10285,0372-035188,1307,Банан,,0.2,71.59,45,10,15.37,19.72,20.0,39,0,887.4,195.75,"Кюневальд, Германия"
Taucherstra?e 10,Овощи,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2005-03-17,10285,0372-035188,1307,Патиссон,,0.2,71.59,36,6,52.38,60.96,60.8,0,0,2194.56,308.88,"Кюневальд, Германия"
Taucherstra?e 10,Приправы,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2005-03-17,10285,0372-035188,1307,Имбирь,,0.2,71.59,40,1,16.34,17.22,18.4,123,0,688.8,35.2,"Кюневальд, Германия"
Geislweg 14,Приправы,Зальцбург,Формат,ТрансСервис,Herbert Bernstorf,Австрия,2005-03-29,10525,6562-9722,5020,Тмин,,0.0,72.37,30,20,6.45,7.31,8.0,112,0,219.3,25.8,"Зальцбург, Австрия"
Geislweg 14,Приправы,Зальцбург,Формат,ТрансСервис,Herbert Bernstorf,Австрия,2005-03-29,10525,6562-9722,5020,Имбирь,,0.1,72.37,15,1,16.34,18.46,18.4,123,0,276.9,31.8,"Зальцбург, Австрия"
89 Chiaroscuro Rd.,Кондитерские изделия,Портланд,Все Для ВАС,АвтоЛогистика,Andrea Pamelsson,США,2005-04-14,10307,(503) 555-9573,97219,Сладкий батончик,Oregon,0.0,60.66,3,1,9.67,12.82,12.5,6,10,38.46,9.45,"Портланд, США"
89 Chiaroscuro Rd.,Кондитерские изделия,Портланд,Все Для ВАС,АвтоЛогистика,Andrea Pamelsson,США,2005-04-14,10307,(503) 555-9573,97219,Шоколад Молочное Чудо,Oregon,0.0,60.66,10,30,25.39,27.27,29.3,17,0,272.7,18.8,"Портланд, США"
"Rua do Pa?o, 67",Фрукты,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,2005-04-16,10541,(21) 555-0091,05454-876,Абрикос,,0.1,75.44,35,100,3.9,4.22,4.5,20,0,147.7,11.2,"Рио де Жанейро, Бразилия"
"Rua do Pa?o, 67",Фрукты,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,2005-04-16,10541,(21) 555-0091,05454-876,Персик,,0.1,75.44,9,10,26.49,27.71,30.5,26,0,249.39,10.98,"Рио де Жанейро, Бразилия"
"Rua do Pa?o, 67",Овощи,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,2005-04-16,10541,(21) 555-0091,05454-876,Чеснок,,0.1,75.44,36,40,8.68,9.25,10.05,76,0,333.0,20.52,"Рио де Жанейро, Бразилия"
"Rua do Pa?o, 67",Овощи,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,2005-04-16,10541,(21) 555-0091,05454-876,Баклажан,,0.1,75.44,4,4,62.38,77.46,80.5,17,0,309.84,60.32,"Рио де Жанейро, Бразилия"
Maubelstr. 90,Фрукты,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,2005-04-17,10542,0555-09876,14776,Киви,,0.05,30.09,15,25,21.1,28.21,28.0,22,30,423.15,106.65,"Бранденбург, Германия"
Maubelstr. 90,Кондитерские изделия,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,2005-04-17,10542,0555-09876,14776,Десерт медовый,,0.05,30.09,24,24,30.27,32.62,35.45,21,0,782.88,56.4,"Бранденбург, Германия"
89 Chiaroscuro Rd.,Овощи,Портланд,Все Для ВАС,АвтоЛогистика,Andrea Pamelsson,США,2005-04-18,10544,(503) 555-9573,97219,Помидор черри,Oregon,0.0,66.34,7,26,46.1,64.8,60.0,52,0,453.6,130.9,"Портланд, США"
89 Chiaroscuro Rd.,Крупы,Портланд,Все Для ВАС,АвтоЛогистика,Andrea Pamelsson,США,2005-04-18,10544,(503) 555-9573,97219,Рис,Oregon,0.0,66.34,7,1,36.81,43.45,45.6,26,0,304.15,46.48,"Портланд, США"
12 Orchestra Terrace,Фрукты,Вала-Вала,Визит,АвтоЛогистика,Klaus Tarantino,США,2005-04-19,10545,(509) 555-7969,99362,Киви,Washington,0.0,36.41,10,25,21.1,26.37,28.0,22,30,263.7,52.7,"Вала-Вала, США"
"184, chauss?e de Tournai",Кондитерские изделия,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2005-04-24,10316,20.16.10.16,59000,Шоколад Молочное Чудо,,0.0,38.95,70,30,25.39,29.33,29.3,17,0,2053.1,275.8,"Лилль, Франция"
"184, chauss?e de Tournai",Приправы,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2005-04-24,10316,20.16.10.16,59000,Зира,,0.0,38.95,10,1,7.28,8.96,9.65,85,0,89.6,16.8,"Лилль, Франция"
Kirchgasse 6,Кондитерские изделия,Грац,Фруктовый базар,ТрансСервис,Lars Saalbach,Австрия,2005-04-30,10403,7675-3425,8010,Печенье сдобное,,0.15,26.43,21,24,7.33,10.15,9.45,29,0,213.15,59.22,"Грац, Австрия"
Kirchgasse 6,Морепродукты,Грац,Фруктовый базар,ТрансСервис,Lars Saalbach,Австрия,2005-04-30,10403,7675-3425,8010,Креветки мини,,0.15,26.43,70,25,28.35,31.83,32.75,15,70,2228.1,243.6,"Грац, Австрия"
"184, chauss?e de Tournai",Овощи,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2005-05-01,10558,20.16.10.16,59000,Патиссон,,0.0,77.38,18,6,52.38,56.33,60.8,0,0,1013.94,71.1,"Лилль, Франция"
"184, chauss?e de Tournai",Мясо/Птица,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2005-05-01,10558,20.16.10.16,59000,Говядина,,0.0,77.38,30,14,70.81,85.14,80.0,38,0,2554.2,429.9,"Лилль, Франция"
"184, chauss?e de Tournai",Морепродукты,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2005-05-01,10558,20.16.10.16,59000,Мидии мини,,0.0,77.38,25,14,22.12,24.76,25.5,36,0,619.0,66.0,"Лилль, Франция"
"184, chauss?e de Tournai",Морепродукты,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2005-05-01,10558,20.16.10.16,59000,Мидии,,0.0,77.38,20,10,82.74,91.43,99.9,20,0,1828.6,173.8,"Лилль, Франция"
"184, chauss?e de Tournai",Приправы,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,2005-05-01,10558,20.16.10.16,59000,Лавровый лист,,0.0,77.38,3,100,0.89,0.99,1.1,101,0,2.97,0.3,"Лилль, Франция"
Berliner Platz 43,Кондитерские изделия,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2005-05-03,10560,089-0877310,80805,Шоколад Молочное Чудо,,0.25,67.88,15,30,25.39,31.2,29.3,17,0,468.0,87.15,"Мюнхен, Германия"
Berliner Platz 43,Приправы,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2005-05-03,10560,089-0877310,80805,Прованские травы,,0.0,67.88,20,1,22.71,25.62,25.89,10,0,512.4,58.2,"Мюнхен, Германия"
2732 Baker Blvd.,Фрукты,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,2005-05-11,10447,(503) 555-7555,97403,Персик,Oregon,0.0,45.69,2,10,26.49,28.54,30.5,26,0,57.08,4.1,"Юджин, США"
2732 Baker Blvd.,Овощи,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,2005-05-11,10447,(503) 555-7555,97403,Чеснок,Oregon,0.0,45.69,35,40,8.68,10.48,10.05,76,0,366.8,63.0,"Юджин, США"
2732 Baker Blvd.,Кондитерские изделия,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,2005-05-11,10447,(503) 555-7555,97403,Печенье сахарное,Oregon,0.0,45.69,40,1,7.4,8.53,9.2,25,0,341.2,45.2,"Юджин, США"
"2, rue du Commerce",Кондитерские изделия,Лион,Фуд Шоп,ТрансСервис,Pierre Robert,Франция,2005-05-19,10450,78.32.54.86,69004,Десерт медовый,,0.2,39.15,6,24,30.27,35.22,35.45,21,0,211.32,29.7,"Лион, Франция"
"2, rue du Commerce",Приправы,Лион,Фуд Шоп,ТрансСервис,Pierre Robert,Франция,2005-05-19,10450,78.32.54.86,69004,Кориандр,,0.2,39.15,20,20,6.2,7.64,7.0,31,0,152.8,28.8,"Лион, Франция"
8 Johnstown Road,Фрукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2005-05-21,10517,2 967 542,125 80,Ананас,,0.0,37.44,6,15,24.98,31.09,29.0,15,10,186.54,36.66,"Корк, Ирландия"
8 Johnstown Road,Кондитерские изделия,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2005-05-21,10517,2 967 542,125 80,Чупа-Чупс,,0.0,37.44,4,105,6.69,8.3,8.5,79,0,33.2,6.44,"Корк, Ирландия"
8 Johnstown Road,Мясо/Птица,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2005-05-21,10517,2 967 542,125 80,Говядина,,0.0,37.44,6,14,70.81,85.49,80.0,38,0,512.94,88.08,"Корк, Ирландия"
Carrera 22 con Ave. Carlos Soublette #8-35,Фрукты,Сан Кристобаль,Дешевые продукты,ТрансАвтоГруз,Nicolas Balines,Венесуэла,2005-05-26,10552,(5) 555-1340,5022,Хурма,,0.0,46.85,30,1,6.61,7.16,7.75,125,0,214.8,16.5,"Сан Кристобаль, Венесуэла"
Carrera 22 con Ave. Carlos Soublette #8-35,Кондитерские изделия,Сан Кристобаль,Дешевые продукты,ТрансАвтоГруз,Nicolas Balines,Венесуэла,2005-05-26,10552,(5) 555-1340,5022,Булка-улитка,,0.0,46.85,18,100,1.65,1.92,2.0,26,0,34.56,4.86,"Сан Кристобаль, Венесуэла"
187 Suffolk Ln.,Кондитерские изделия,Бойз,Половинка,ТрансАвтоГруз,Perry Farell,США,2005-05-27,10398,(208) 555-8097,83720,Десерт низкокалорийный,Idaho,0.1,27.57,120,20,33.18,37.39,39.0,115,0,4486.8,505.2,"Бойз, США"
187 Suffolk Ln.,Молочные продукты,Бойз,Половинка,ТрансАвтоГруз,Perry Farell,США,2005-05-27,10398,(208) 555-8097,83720,Творожный сырок,Idaho,0.0,27.57,30,14,5.17,5.45,6.0,20,0,163.5,8.4,"Бойз, США"
